"Mfr Part # "	"Manufacturer"	"Product URL"	"Image URL"	"Product Title"	"Product Description"	"Category"	"Price"	"Condition"	"MSRP"	"category"	"link"	"image_link"
"E0555"	"Enabled"	"sapphire-diamond-gemstone-earrings-in-white-gold-2.html"	"/e/0/e0555a.jpg"	"Sapphire Diamond Gemstone Earrings in White Gold"	"Express your eternal love with these exquisite earrings! Handcrafted in 18k white gold, these earrings feature a highly polished frame covered in dazzling round cut sapphires and diamonds in a unique prong setting across this lovely design. The color of the diamonds are G/H and the clarity is SI2/SI3.
"	"Gemstone Diamond Earrings"	"709.0000"	"new"	"2130.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9545/s/sapphire-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/0/e0555a.jpg"
"VR03715A"	"Enabled"	"10k-white-gold-mens-diamond-wedding-band-0-38-ctw-1.html"	"/v/r/vr03715-1_2.jpg"	"10K Yellow Gold Mens Diamond Wedding Band 0.38 Ctw"	"This mens diamond wedding band is handcrafted in lustrous 10K yellow gold. The center is pave set with numerous small round cut diamonds which are H in color and SI in clarity. The frame measures to 3/8 inches in width and weighs approximately 4 grams. This mens ring is an ideal gift for that special day."	"Diamond Ring"	"375.0000"	"new"	"1125.0000"	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Mens Wedding Bands>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/9546/s/10k-white-gold-mens-diamond-wedding-band-0-38-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03715-1_2.jpg"
"SE09651"	"Enabled"	"sapphire-diamond-gemstone-earrings-in-white-gold-3.html"	"/s/e/se09651a.jpg"	"Sapphire Diamond Gemstone Earrings in White Gold"	"Catch a lot of attention with this fabulous design! Handcrafted in beautiful 14k white gold, these earrings feature a highly polished frame covered in dazzling round cut diamonds uniquely prong set scattered across the entire design. The featured stone is a oval cut genuine sapphire gemstone held in a lovely 4 prong setting also scattered across the earring. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"819.0000"	"new"	"2460.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9547/s/sapphire-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/e/se09651a.jpg"
"E3046 "	"Enabled"	"sapphire-diamond-gemstone-earrings-in-white-gold-7.html"	"/e/3/e3046a.jpg"	"Sapphire Diamond Gemstone Earrings in White Gold"	"These simple yet fashionable earrings make the perfect gift! Beautifully handcrafted in 14k white gold, these earrings feature a highly polished frame with diamond accents in the center of the frame along with the gemstones. The featured stones are princess and round cut genuine sapphire gemstones scattered all across the design. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone Diamond Earrings"	"599.0000"	"new"	"1800.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9551/s/sapphire-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/3/e3046a.jpg"
"S8174 "	"Enabled"	"sapphire-diamond-gemstone-earrings-in-white-gold-8.html"	"/s/8/s8174a.jpg"	"Sapphire Diamond Gemstone Earrings in White Gold"	"Simply beautiful! Handcrafted in 14k white gold, these earrings feature brilliant round cut diamonds in a bezel setting surrounding the central gemstone. The featured stone is a round cut genuine sapphire in a secure 8 prong setting. The color of the diamonds are H/I and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"189.0000"	"new"	"570.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9552/s/sapphire-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/8/s8174a.jpg"
"E01026 "	"Enabled"	"sapphire-diamond-designer-gemstone-earrings-in-white-gold-7.html"	"/e/0/e01026a.jpg"	"Sapphire Diamond Designer Gemstone Earrings in White Gold"	"The finishing touch to your look! Handcrafted in beautiful 14k white gold, these earrings feature a stunning design with diamond accents in between each gemstone in the frame. The featured stone is a oval cut genuine sapphire held in a lovely bezel setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"539.0000"	"new"	"1620.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9554/s/sapphire-diamond-designer-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/0/e01026a.jpg"
"SE12439S "	"Enabled"	"sapphire-diamond-gemstone-earrings-in-white-gold-9.html"	"/s/e/se12439sa.jpg"	"Sapphire Diamond Gemstone Earrings in White Gold"	"These simple yet fashionable earrings make the perfect gift! Beautifully handcrafted in 14k white gold, these earrings feature a highly polished frame with 2 rows of diamonds on the edges of the design. The featured stones are princess cut sapphires in the center of the design in a channel setting. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone Diamond Earrings"	"369.0000"	"new"	"1110.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9555/s/sapphire-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/e/se12439sa.jpg"
"GE0911TP"	"Enabled"	"blue-topaz-diamond-gemstone-earrings-in-white-gold.html"	"/g/e/ge0911tpa.jpg"	"Blue Topaz Diamond Gemstone Earrings in White Gold"	"A striking look to complement your style! Handcrafted in 14k white gold, these earrings feature diamond accents separating the pearl from the gemstone in the center. The featured stone is a beautiful cushion cut blue topaz gemstone held in a secure 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"259.0000"	"new"	"780.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings>Root Catalog>Womens>Pearl Jewelry>Root Catalog>Womens>Pearl Jewelry>Pearl Earrings>Root Catalog>Womens>Pearl Jewelry>Pearl Diamond Jewelry"	"http://www.avianneandco.com/store/catalog/product/view/id/9556/s/blue-topaz-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//g/e/ge0911tpa.jpg"
"E7589 "	"Enabled"	"ruby-diamond-designer-gemstone-earrings-in-white-gold.html"	"/e/7/e7589a.jpg"	"Ruby Diamond Designer Gemstone Earrings in White Gold"	"These earrings make a stunning addition to any jewelry collection! Handcrafted in lustrous 14k white gold, these earrings feature a stunning design covered in dazzling round cut diamonds in a prong and bezel setting leading all the way to the gemstone at the bottom. The featured stone is a oval cut genuine ruby gemstone held in a secure 4 prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone Diamond Earrings"	"969.0000"	"new"	"2910.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9557/s/ruby-diamond-designer-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/7/e7589a.jpg"
"ER7722R "	"Enabled"	"ruby-diamond-gemstone-earrings-in-white-gold.html"	"/e/r/er7722ra.jpg"	"Ruby Diamond Gemstone Earrings in White Gold"	"Simply Beautiful! Handcrafted in lustrous 14k white gold, these earrings feature a simple design covered in dazzling princess cut rubies and diamonds in a unique pattern across the entire design. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"339.0000"	"new"	"1020.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9558/s/ruby-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er7722ra.jpg"
"E1036R"	"Enabled"	"ruby-diamond-gemstone-earrings-in-white-gold-1.html"	"/e/1/e1036ra.jpg"	"Ruby Diamond Gemstone Earrings in White Gold"	"A striking look to complement your style! Handcrafted in beautiful 14k white gold, these earrings feature a lovely design with sharp baguette cut diamonds in a stunning channel setting across the entire frame. The featured stone is a round cut genuine ruby gemstone held in a simple prong setting across the edges of the earrings. The color of the diamonds are H/I and the clarity is I1/I2."	"Gemstone Diamond Earrings"	"769.0000"	"new"	"2310.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9560/s/ruby-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/1/e1036ra.jpg"
"E4352R "	"Enabled"	"ruby-diamond-gemstone-earrings-in-white-gold-2.html"	"/e/4/e4352ra.jpg"	"Ruby Diamond Gemstone Earrings in White Gold"	"These earring add a touch of colorful sparkle that can be enjoyed for a lifetime! Handcrafted in lustrous 18k white gold, these earrings feature a lovely design covered in dazzling round cut diamonds showcasing the gemstones in the center. The featured stones are genuine ruby gemstones held in a prong setting scattered across the entire frame. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone Diamond Earrings"	"939.0000"	"new"	"2820.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9562/s/ruby-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/4/e4352ra.jpg"
"E2526E "	"Enabled"	"emerald-diamond-gemstone-earrings-in-white-gold.html"	"/e/2/e2526ea.jpg"	"Emerald Diamond Gemstone Earrings in White Gold"	"Be the talk of the town with this amazing piece of jewelry! Handcrafted in 14k white gold, these earrings feature a simple yet stunning design covered in dazzling round cut diamonds surrounding the gemstones in the center of the frame. The featured stones are princess cut genuine emerald gemstone held in a bezel setting. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone Diamond Earrings"	"509.0000"	"new"	"1530.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9564/s/emerald-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/2/e2526ea.jpg"
"ER3064 "	"Enabled"	"ruby-diamond-gemstone-earrings-in-whi.html"	"/e/r/er3064a.jpg"	"Ruby Diamond Gemstone Earrings in Whi"	"These simple yet fashionable ring make the perfect gift! Handcrafted in lustrous 14k white gold, these earrings feature a stunning design with two rows of dazzling round cut diamonds along the edges of the frame showcasing the gemstones below. The featured stones are princess cut genuine rubies in a secure invisible setting. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone Diamond Earrings"	"399.0000"	"new"	"1200.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9566/s/ruby-diamond-gemstone-earrings-in-whi/"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er3064a.jpg"
"ER4702 "	"Enabled"	"ruby-diamond-designer-gemstone-earrings-in-white-gold-1.html"	"/e/r/er4702a.jpg"	"Ruby Diamond Designer Gemstone Earrings in White Gold"	"These simple yet fashionable earrings make the perfect gift! Handcrafted in shimmering 14k white gold, these earrings feature a simple design with diamond accents separating the gemstones in a mix and match style. The featured stone is a princess cut ruby gemstone held in a secure channel setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"679.0000"	"new"	"2040.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9567/s/ruby-diamond-designer-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er4702a.jpg"
"E5233R "	"Enabled"	"ruby-diamond-gemstone-earrings-in-white-gold-3.html"	"/e/5/e5233ra.jpg"	"Ruby Diamond Gemstone Earrings in White Gold"	"Simply Beautiful! Handcrafted in lustrous 14k white gold, these earrings feature a simple design covered in dazzling princess cut rubies and diamonds in a unique pattern across the entire design. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"289.0000"	"new"	"870.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Womens Diamond Stud Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9568/s/ruby-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/5/e5233ra.jpg"
"E2300R "	"Enabled"	"ruby-diamond-gemstone-earrings-in-white-gold-5.html"	"/e/2/e2300ra.jpg"	"Ruby Diamond Gemstone Earrings in White Gold"	"These simple yet fashionable earrings make the perfect gift! Handcrafted in beautiful 14k white gold, these earrings feature a stunning design covered in dazzling round cut diamonds in a lovely channel setting leading the the amazing gemstones! The stones featured are princess cut genuine ruby gemstones held in a secure channel setting. The color of the diamonds are H/I and the clarity is SI1/SI2."	"Gemstone Diamond Earrings"	"679.0000"	"new"	"2040.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9572/s/ruby-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/2/e2300ra.jpg"
"ER3436 "	"Enabled"	"ruby-diamond-gemstone-earrings-in-white-gold-6.html"	"/e/r/er3436a.jpg"	"Ruby Diamond Gemstone Earrings in White Gold"	"These earrings make a stunning addition to any jewelry collection! Handcrafted in lustrous 14k white gold, these earrings feature a stunning design covered in dazzling round cut diamonds surrounding the gemstones in the center. The featured stones are round cut genuine ruby gemstone held in a secure prong setting. The color of the diamonds are H/I and the clarity is SI1/SI2."	"Gemstone Diamond Earrings"	"369.0000"	"new"	"1110.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9573/s/ruby-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er3436a.jpg"
