Unique Merchant SKU	Product Name 	Product URL	Image URL	Current Price	Stock Availability	Condition	MPN/ISBN	UPC or EAN	Shipping Rate	Original Price	Coupon Code	Coupon Code Description	Brand / Manufacturer	Product Description 	Product Type	Category	Category ID
RLD141	18K White Gold Diamond Three Stone Engagement Ring 1.94 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1413/s/18k-yellow-gold-diamond-engagement-ring-0-63-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/l/rld141-1.jpg	1317	Yes	New				3951			Avianne & Co	This alluring engagement ring is crafted in astonishing 18K Yellow Gold. The center is prong set with one light blue aquamarine stone which totals to 1.25 carats. Two round cut diamonds are placed as side stones and total to 0.69 carats. Gleaming with beauty and sophistication this alluring engagement ring weighs approximately 4.5 grams. 			276
R1728A	18K Yellow Gold Diamond Engagement Ring 1.12  Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1414/s/18k-white-gold-diamond-engagement-ring-0-40-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/1/r1728-1.jpg	875	Yes	New				2625			Avianne & Co	This elegant engagement ring is crafted in lustrous 18K White Gold. The center stone is a blue aquamarine and weighs approximately 0.72 carats. Two brilliant round cut diamonds are prong set as side stones which weigh approximately 0.20 carats each. This exquisite ring is an ideal gift which gleams with sophistication and beauty. 			276
BLR-019	14K Yellow Gold Black Diamond Engagement Ring 1.01 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1415/s/14k-yellow-gold-diamond-engagement-ring-1-01-ctw/	http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_9757copy.jpg	1084	Yes	New				3252			Avianne & Co	This one of a kind diamond engagement ring is crafted in 14K Yellow Gold. The center piece is crafted in white gold and is prong set with one round cut black diamond and surrounded with numerous small baguette cut diamonds. Express your love and devotion with this unique diamond engagement ring.			276
BLR-010	14K Yellow Gold Black Diamond Engagement Ring 1.76 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1416/s/14k-yellow-gold-diamond-engagement-ring-1-76-ctw/	http://www.avianneandco.com/store/media/catalog/product//f/i/file_689.jpg	1329	Yes	New				3987			Avianne & Co	This one of a kind diamond engagement ring features one round cut black diamond prong set in the center. The side stones are princess cut diamonds which are carefully placed on channel settings. This alluring diamond ring is an ideal gift which gleams with beauty and sophistication. 			276
BLR-027	14K Yellow Gold Black Diamond Engagement Ring 1.23 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1417/s/14k-yellow-gold-diamond-engagement-ring-1-23-ctw/	http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_9762copy.jpg	1084	Yes	New				3252			Avianne & Co	This one of a kind diamond engagement ring features one black round cut diamond prong set in the center. Channel set baguette cut diamonds are placed as side stones to highlight the beauty of the center stone. Express your love with this one of a kind diamond engagement ring. 			276
BLR-022	14K White Gold Black Diamond Engagement Ring 0.91 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1418/s/14k-yellow-gold-diamond-engagement-ring-1-01-ctw/	http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_9755copy.jpg	959	Yes	New				2877			Avianne & Co	This one of a kind diamond engagement ring is crafted in 14K White Gold. The center is crafted in yellow gold and prong set with one round cut black diamond and surrounded with numerous small baguette cut diamonds. Express your love and devotion with this unique diamond engagement ring.			276
BLR-002	14K Yellow Gold Diamond Engagement Ring 1.93 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1419/s/14k-yellow-gold-diamond-engagement-ring-1-93-ctw/	http://www.avianneandco.com/store/media/catalog/product//b/l/blr-002-1.jpg	1559	Yes	New				4677			Avianne & Co	This alluring engagement ring features one prong set round cut black diamond in the center. The side stones consist of princess cut diamonds which are carefully channel set in rows of two on each side. This diamond ring gleams with modernity and fashion.			276
RLD202	14K White Gold Diamond Solitaire Engagement Ring 0.51 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1420/s/14k-white-gold-diamond-solitaire-engagement-ring-0-51-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/l/rld202-1_1.jpg	942	Yes	New				2826			Avianne & Co	 This alluring diamond engagement ring is crafted in 14K White Gold. The center is bezel set with one princess cut diamond which weighs 0.51 carats. This ring gleams with elegance and simplicity. 			276
R4479	14K Yellow Gold Diamond Engagement Ring 0.25 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1421/s/14k-yellow-gold-diamond-engagement-ring-0-25-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/4/r4479-1_1_1.jpg	384	Yes	New				1152			Avianne & Co	This elegant diamond engagement ring is crafted in highly polished 14K Yellow Gold. The center piece features invisibly set princess cut diamonds and two small round cut diamonds as side stones. This lovely diamond engagement ring is an ideal gift at a very affordable price.			276
R-2646A	14K White Gold Diamond Engagement Ring 1.22 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1422/s/14k-white-gold-diamond-engagement-ring-1-22-ctw/	http://www.avianneandco.com/store/media/catalog/product//f/i/file_210.jpg	550	Yes	New				1650			Avianne & Co	This one of a kind diamond engagement ring is crafted in astonishing 14K White Gold. The center piece holds a prong set emerald cut yellow diamond which totals to 0.83 carats. The sides stones consist of channel set round cut diamonds which total to 0.39 carats. Surprise her with this alluring diamond ring. 			276
LD2809B	18K Yellow Gold Diamond Engagement Ring 0.64 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1426/s/18k-yellow-gold-diamond-engagement-ring-0-64-ctw/	http://www.avianneandco.com/store/media/catalog/product//l/d/ld2809b-1_1.jpg	1150	Yes	New				3450			Avianne & Co	This alluring engagement ring is prong set with one princess cut clarity enhanced diamond which weighs 0.43 carats. Small baguette cut diamonds are channel set on both sides of the center piece. This exquisite 18K Yellow Gold diamond ring is an ideal gift for that special occasion.			276
R103	14K White Gold Diamond Solitaire Engagement Ring 0.32 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1428/s/14k-white-gold-diamond-solitaire-engagement-ring-0-32-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/1/R103-1.jpg	829	Yes	New				2487			Avianne & Co	"This simple diamond solitaire engagement ring is crafted in 14K White Gold. One emerald cut diamond, weighing 0.32 carats, is carefully placed on a prong setting. This elegant diamond ring is an ideal gift for that special occasion."			276
R444	14K Yellow Gold Diamond Engagement Ring 1.02 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1429/s/14k-yellow-gold-diamond-engagement-ring-1-05-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/4/r444-1.jpg	1500	Yes	New				4500			Avianne & Co	This elegant diamond engagement ring is crafted in 14K Yellow Gold. The center is prong set with one round cut diamond which weighs a total of 0.49 carats and small baguette cut diamonds which total to 0.53 carats. This exquisite engagement ring is an ideal gift for that special occasion.			276
R235	18K Yellow Gold Diamond Engagement Ring 1.19 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1430/s/18k-yellow-gold-diamond-engagement-ring-1-19-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/2/r235-1_1_1.jpg	1417	Yes	New				4251			Avianne & Co	 This simply elegant diamond engagement ring is crafted in highly polished 18K Yellow Gold. The center is prong set with one round cut diamond and channel set with small princess cut diamonds. The center stone is I in color and SI1 in clarity and the side stones are G/H in color and SI1/SI2 in clarity. This alluring diamond ring is an ideal gift for that special someone. 			276
R56	18K White Gold Diamond Solitaire Engagement Ring 0.51 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1432/s/18k-yellow-gold-diamond-solitaire-engagement-ring-0-51-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/5/r56-1.jpg	917	Yes	New				2751			Avianne & Co	This simple solitaire engagement ring is prong set with one small round cut diamond. The band is crafted in highly polished 18K Yellow Gold and is ideal gift for that special day. The total weigh of this white gold diamond engagement ring is 2.3 grams. 			276
R01453	18K White Gold Diamond Solitaire Engagement Ring 0.18 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1433/s/18k-white-gold-diamond-solitaire-engagement-ring-0-18-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/0/r01453-1_1.jpg	600	Yes	New				1800			Avianne & Co	 This elegant 18K White Gold Solitaire Engagement Ring features one small round cut diamond which is carefully prong set in the center. Express your love and devotion with this simple yet alluring engagement ring. 			276
R4919A	14K Yellow Gold Diamond Solitaire Engagement Ring 0.28 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1435/s/14k-yellow-gold-diamond-solitaire-engagement-ring-0-28-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/4/r4914a-1.jpg	675	Yes	New				2025			Avianne & Co	This elegant solitaire engagement ring is crafted in highly polished 14K Yellow Gold. The center is prong set with one small round cut diamond. The total weight of this yellow gold diamond engagement ring is approximately 3.1 grams.			276
R4922A	14K Yellow Gold Diamond Solitaire Engagement Ring 0.33 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1436/s/14k-yellow-gold-diamond-solitaire-engagement-ring-0-28-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/4/r4922-1.jpg	500	Yes	New				1500			Avianne & Co	 This elegant solitaire engagement ring is crafted in highly polished 14K Yellow Gold. The center is prong set with one small round cut diamond which weighs 0.33 carats.This engagement ring gleams with sophistication and simplicity. 			276
R4922AB	14K White Gold Diamond Solitaire Engagement Ring 0.33 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1437/s/14k-yellow-gold-diamond-solitaire-engagement-ring-0-28-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/4/r4922-2.jpg	499	Yes	New				1497			Avianne & Co	 This elegant solitaire engagement ring is crafted in highly polished 14K White Gold. The center is prong set with one small round cut diamond which weighs 0.33 carats.This engagement  ring gleams with sophistication and simplicity. 			276
R521	14K Yellow Gold Diamond Solitaire Engagement Ring 0.30 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1438/s/14k-yellow-gold-diamond-solitaire-engagement-ring-0-28-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/5/r521-1.jpg	634	Yes	New				1902			Avianne & Co	This elegant solitaire engagement ring is crafted in highly polished 14K Yellow Gold. The center is prong set with one marquise cut diamond which weighs 0.30 carats.The brilliant center stone is VS2 in clarity and F in color. This engagement ring gleams with sophistication and simplicity. 			276
R23595	18K White Gold Diamond Solitaire Engagement Ring 0.11 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1439/s/18k-white-gold-diamond-solitaire-engagement-ring-0-11-ctw/	http://www.avianneandco.com/store/media/catalog/product//f/i/file_586_1.jpg	250	Yes	New				750			Avianne & Co	This simple yet elegant solitaire engagement ring is crafted in highly polished 18K White Gold. The center is prong set with a brilliant round cut diamond which weighs 0.11 carats. This alluring diamond engagement ring is an ideal gift at a very affordable price. 			276
R23586	18K White Gold Diamond Solitaire Engagement Ring 0.26 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1440/s/18k-white-gold-diamond-solitaire-engagement-ring-0-11-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/2/r23586-1_1_1.jpg	650	Yes	New				1950			Avianne & Co	This simple yet elegant solitaire engagement ring is crafted in highly polished 18K White Gold. The center is channel set with a brilliant round cut diamond which weighs 0.26 carats. This alluring diamond engagement ring is an ideal gift for that special occasion. 			276
R23597	18K White Gold Diamond Solitaire Engagement Ring 0.25 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1441/s/18k-white-gold-diamond-solitaire-engagement-ring-0-11-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/2/r23597-1.jpg	584	Yes	New				1752			Avianne & Co	This simple yet elegant solitaire engagement ring is crafted in highly polished 18K White Gold. The center is tension set with a brilliant round cut diamond which weighs 0.25 carats. This alluring diamond engagement ring is an ideal gift for that special occasion. 			276
R01405	18K White Gold Diamond Solitaire Engagement Ring 0.14 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1442/s/14k-yellow-gold-diamond-solitaire-engagement-ring-0-28-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/0/r01405-1a_1.jpg	500	Yes	New				1500			Avianne & Co	" The frame of this elegant diamond solitaire engagement ring is crafted in highly polished 18K White Gold.The center is prong set with one small round cut diamond which weighs 0.14 carats. Gleaming with sophistication and beauty, this diamond solitaire engagement ring weighs approximately 3.1 grams. "			276
R01448	18K White Gold Diamond Solitaire Engagement Ring 0.06 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1443/s/14k-yellow-gold-diamond-solitaire-engagement-ring-0-28-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/0/r01448-1.jpg	317	Yes	New				951			Avianne & Co	The frame of this alluring diamond solitaire engagement ring is crafted in highly polished 18K white gold. The center is channel set with one small round cut diamond which weighs 0.06 carats.This elegant diamond solitaire engagement ring gleams with sophistication and simplicity. 			276
R01547	18K White Gold Diamond Solitaire Engagement Ring 0.30 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1444/s/14k-yellow-gold-diamond-solitaire-engagement-ring-0-28-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/0/r01547-1.jpg	667	Yes	New				2001			Avianne & Co	This elegant solitaire engagement ring is crafted in highly polished 18K White Gold. The center is prong set with one small round cut diamond which weighs 0.30 carats.The total weigh of this exquisite diamond engagement ring is 5 grams. 			276
R01558	18K White Gold Diamond Solitaire Engagement Ring 0.30 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1445/s/14k-yellow-gold-diamond-solitaire-engagement-ring-0-28-ctw/	http://www.avianneandco.com/store/media/catalog/product//f/i/file_181.jpg	600	Yes	New				1800			Avianne & Co	This elegant solitaire engagement ring is crafted in highly polished 18K White Gold. The center is prong set with one small round cut diamond which weighs 0.30 carats.This diamond engagement ring gleams with sophistication and simplicity. 			276
R453	14K Yellow Gold Diamond Engagement Ring 1.69 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1446/s/14k-yellow-gold-diamond-engagement-ring-1-69-ctw/	http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_9416copy.jpg	1084	Yes	New				3252			Avianne & Co	This one of a kind diamond engagement ring is crafted in 14K Yellow Gold. The center is highlighted with one prong set round cut diamond and channel set round cut side stones. This alluring diamond engagement ring is an ideal gift which gleams with beauty and exquisiteness. 			276
R4594A	14K White Gold Diamond Engagement Ring 1.45 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1453/s/14k-white-gold-diamond-engagement-ring-1-53-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/4/r4594a-1.jpg	1334	Yes	New				4002			Avianne & Co	This alluring diamond engagement ring is crafted in 14K White Gold. The center is prong set with one round cut diamond and surrounded with princess cut side stones. This uniquely designed diamond engagement ring is an ideal gift for the one who appreciates beauty and elegance. 			276
R109	14K White Gold Diamond Engagement Ring Setting 0.35 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1454/s/14k-white-gold-diamond-engagement-ring-setting-0-35-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/1/r109-1.jpg	617	Yes	New				1851			Avianne & Co	This elegant engagement setting is crafted in 14K White Gold. The prong in the center is 5/16 Inches in width and is surrounded with emerald cut side stones. This white gold diamond engagement ring setting weighs approximately 5.3 grams. 			276
R5717	14K White Gold Diamond Engagement Ring Setting 0.61 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1456/s/14k-white-gold-diamond-engagement-ring-setting-0-61-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/5/r5717-1_1.jpg	750	Yes	New				2250			Avianne & Co	"This exquisite diamond ring setting is crafted in highly polished 14K White Gold. The square prong setting, measuring to 5/16 Inches in width, is highlighted with prong set round cut side stones. The square prong setting is ideal for a brilliant princess cut diamond. "			276
R5666	14K White Gold Diamond Engagement Ring Setting 0.63 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1457/s/14k-white-gold-diamond-engagement-ring-setting-0-61-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/5/r5666-1_1.jpg	917	Yes	New				2751			Avianne & Co	"This exquisite diamond ring setting is crafted in highly polished 14K White Gold. The  prong setting, measuring to 1/4 Inches in width, is highlighted with prong set round cut side stones. The square prong setting is ideal for a brilliant round cut diamond. "			276
R2947	14K White Gold Diamond Engagement Ring Setting 0.12 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1459/s/14k-white-gold-diamond-engagement-ring-setting-0-12-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/2/r2947-1a.jpg	450	Yes	New				1350			Avianne & Co	This elegant diamond engagement ring setting is crafted in 14K White Gold. The prong setting is highlighted with four pave set round cut side stones on each side. This white gold diamond engagement ring setting weighs approximately 4.7 grams. 			276
R-2949	14K White Gold Diamond Engagement Ring 1.25 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1460/s/14k-white-gold-diamond-engagement-ring-setting-0-29-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/-/r-2949-1.jpg	1250	Yes	New				3750			Avianne & Co	"This elegant womens diamond engagement ring is handcrafted in lustrous 14K white gold. The ring is detailed with brilliant round, baguette and princess cut diamonds which total to 1.25 carats. The frame measures to 3/8 inches in width and weighs approximately 5 grams. This simple womens diamond engagement ring is an ideal gift at an affordable value."			276
R01350	18K White Gold Diamond Engagement ring Setting 0.14 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1461/s/18k-white-gold-diamond-engagement-ring-setting-0-14-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/0/r01350-1_1.jpg	584	Yes	New				1752			Avianne & Co	This simple engagement ring setting is crafted in 18K White Gold. The square prong setting is highlighted with emerald cut side stones. This is an ideal diamond engagement ring setting for a brilliant princess cut diamonds. 			276
R576	18K White Gold Diamond Engagement Ring Setting 0.35 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1462/s/18k-white-gold-diamond-engagement-ring-setting-0-35-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/5/r576-1.jpg	750	Yes	New				2250			Avianne & Co	This alluring diamond engagement ring setting is crafted in lustrous 18K White Gold and weighs approximately 4.5 grams. The prong setting is highlighted with one emerald cut side stone on each side. These side stones total to 0.35 carats. This elegant diamond engagement ring setting is an ideal band for the diamond of your choice. 			276
R3455	14K White Gold Diamond Engagement Ring Setting 0.79 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1463/s/14k-white-gold-diamond-engagement-ring-setting-0-79-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/3/r3455-1.jpg	717	Yes	New				2151			Avianne & Co	This elegant pear shape engagement ring setting is crafted in lustrous 14K White Gold. The alluring center piece is prong set with small round cut diamonds. This is an ideal diamond engagement ring setting for a pear shape diamond. 			276
R11069A	14K Yellow Gold Diamond Engagement Ring Setting 0.56 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1464/s/14k-yellow-gold-diamond-engagement-ring-setting-0-56-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/1/r11069a-1_1.jpg	667	Yes	New				2001			Avianne & Co	This elegantly designed diamond engagement ring setting is crafted in 14K Yellow Gold. The round cut side stones are carefully placed on a pave setting. This diamond engagement ring setting gleams with simplicity and beauty. 			276
R2938	14K White Gold Diamond Engagement Ring Setting 0.61 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1465/s/14k-white-gold-diamond-engagement-ring-setting-0-61-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/2/r2938-1_1_1.jpg	884	Yes	New				2652			Avianne & Co	 This alluring 14K White Gold diamond engagement ring setting weighs approximately 6 grams.  The center setting is highlighted with channel set princess cut diamonds. This exquisite diamond engagement ring setting gleams with simplicity and beauty. 			276
R2940	14K White Gold Diamond Engagement Ring Setting 0.86 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1466/s/14k-white-gold-diamond-engagement-ring-setting-0-61-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/2/r2940-1_1.jpg	1050	Yes	New				3150			Avianne & Co	This diamond engagement ring setting is crafted in 14K White Gold. The center setting is highlighted with channel set princess cut diamonds. This alluring engagement ring setting gleams with simplicity and beauty. 			276
R-2646	14K White Gold Diamond Engagement Ring Setting 0.39 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1467/s/14k-white-gold-diamond-engagement-ring-1-22-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/-/r-2646-1.jpg	667	Yes	New				2001			Avianne & Co	The frame of this exquisite diamond engagement ring setting is crafted in lustrous 14K White Gold. The prong setting is highlighted with brilliant round cut side stones which are carefully placed on channel settings.This white gold diamond engagement ring setting makes it an ideal base for the diamond of your choice. 			276
R5541	14K White Gold Diamond Engagement Ring 0.45 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1468/s/14k-white-gold-diamond-engagement-ring-setting-0-10-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/5/r5541-1_1.jpg	1084	Yes	New				3252			Avianne & Co	This elegant diamond engagement ring is crafted in highly polished 14K White Gold. The square prong setting is highlighted with one brilliant G in color and VS in clarity round cut diamond which weighs 0.35 carats.The side stones which are held by pave settings total to additional 0.10 carats. This white gold diamond engagement ring is an ideal gift at an affordable value. 			276
R4161	14K White Gold Diamond Bridal Ring Set 1.31 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1471/s/14k-white-gold-diamond-bridal-ring-set-1-31-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/4/r4161-1.jpg	1084	Yes	New				3252			Avianne & Co	This elegant diamond bridal ring set is crafted in highly polished 14K White Gold. The engagement ring setting features a six prong setting which is highlighted with channel set princess cut side stones. The width of the prong setting is 1/4 Inches. The ring comes with an elegant matching wedding band which is channel set with princess cut diamonds and measures to 1/8 Inches in width. These finely detailed gold diamond bridal ring set is an ideal gift for those special occasions. 			276
R2947A	14K Yellow Gold Diamond Engagement Ring Setting 0.12 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1472/s/14k-white-gold-diamond-engagement-ring-setting-0-12-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/2/r2947-1_1.jpg	339	Yes	New				1017			Avianne & Co	This elegant diamond engagement ring setting is crafted in 14K Yellow Gold. The prong setting is highlighted with four pave set round cut side stones on each side. This alluring diamond engagement ring setting weighs approximately 4.7 grams and carries a total of 0.12 carat diamonds.			276
R01559	18K Yellow Gold Diamond Engagement Ring Setting 0.32 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1473/s/18k-yellow-gold-diamond-engagement-ring-setting-0-32-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/0/r01559-1.jpg	750	Yes	New				2250			Avianne & Co	This finely detailed diamond ring setting is crafted in lustrous 18K Yellow Gold. The prong setting is highlighted with small pave set round cut side stones. This elegant engagement ring setting gleams with beauty and exquisiteness. 			276
R2885A	14K White Gold Diamond Engagement Ring Setting 0.79 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1474/s/14k-white-gold-diamond-engagement-ring-setting-0-79-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/2/r2885a-1_1_1.jpg	750	Yes	New				2250			Avianne & Co	This exquisite diamond ring setting is crafted in 14K White Gold. The six prong setting in the center is highlighted with princess cut side stones. This alluring diamond engagement ring setting weighs approximately 7 grams and carries a total of 0.79 carat diamonds. 			276
R1426	14K White Gold Diamond Engagement Ring Setting 0.71 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1475/s/14k-white-gold-diamond-engagement-ring-setting-0-71-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/1/r1426-1.jpg	750	Yes	New				2250			Avianne & Co	This simple yet elegant engagement ring setting is crafted in 14K White Gold. The six prong setting in the center is highlighted with three rows of channel set round cut side stones. This is an ideal diamond engagement ring setting for a brilliant round cut diamond. 			276
R5786	14K White Gold Diamond Bridal Ring Set 1.16 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1476/s/14k-white-gold-diamond-bridal-ring-set-0-38-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/5/r5786-1_1_1.jpg	1584	Yes	New				4752			Avianne & Co	 This simple yet elegant diamond bridal ring set is crafted in 14K White Gold. The engagement ring is set with one round cut diamond which weighs 0.41 carats and accented with small round cut side stones. The matching wedding band is also detailed with small round cut diamonds and measures to 4 mm in width. The side stones of both bands total to additional 0.75 carats.&nbsp; 			276
R3129	14K White Gold Diamond Engagement Ring Setting 0.85 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1477/s/14k-white-gold-diamond-engagement-ring-setting-0-85-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/3/r3129c-1_1_1.jpg	584	Yes	New				1752			Avianne & Co	This beautiful diamond engagement ring setting is crafted in 14K White Gold. The six prong setting in the center is 1/4 Inches in width and is highlighted with round cut and princess cut side stones. This white gold diamond engagement ring setting is ideal for a brilliant round cut diamond. 			276
R2363	14K Yellow Gold Diamond Bridal Ring Set 0.55 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1478/s/14k-yellow-gold-diamond-bridal-ring-set-0-55-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/2/r2363-1_1_1.jpg	667	Yes	New				2001			Avianne & Co	 This finely detailed bridal ring set is crafted in lustrous 14K Yellow Gold. The engagement ring features six prong setting in the center which is highlighted with two bezel set round cut diamonds and small channel set baguette cut diamonds. The engagement ring comes with a matching wedding band. This yellow gold diamond bridal ring set weighs approximately 7 grams. 			276
RM286	14K White Gold Diamond Engagement Ring Setting 0.21 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1479/s/14k-white-gold-diamond-engagement-ring-setting-0-21-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/m/rm286-1.jpg	500	Yes	New				1500			Avianne & Co	This finely detailed diamond engagement ring setting is crafted in highly polished 14K White Gold. The prong setting in the center is highlighted with brilliant round cut side stones which total to 0.21 carats. This white gold diamond engagement ring setting gleams with exquisiteness and elegance.			276
R-37	14K White Gold Diamond Engagement Ring Setting 0.29 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1480/s/14k-white-gold-diamond-engagement-ring-setting-0-29-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/-/r-37-1.jpg	617	Yes	New				1851			Avianne & Co	This elegant diamond engagement ring setting is crafted in lustrous 14K White Gold. The six prong setting in the center is highlighted with brilliant pave set round cut side stones. This is an ideal diamond engagement ring setting for a diamond of your choice.  			276
RLD164	14K White Gold Diamond Engagement Ring Setting 0.29 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1481/s/14k-white-gold-diamond-engagement-ring-setting-0-29-ctw/	http://www.avianneandco.com/store/media/catalog/product//f/i/file_335.jpg	659	Yes	New				1977			Avianne & Co	This uniquely designed engagement ring setting is crafted in highly polished 14K White Gold. The elegant prong setting is highlighted with two small round cut prong set side stones. These side stones total to 0.29 carats. The total weight of this one of a kind diamond engagement ring setting is 7.7 grams. 			276
BLR-016	14K Yellow Gold Diamond Engagement Ring Setting 1.37 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1482/s/14k-yellow-gold-diamond-engagement-ring-setting-1-37-ctw/	http://www.avianneandco.com/store/media/catalog/product//b/l/blr-016-1.jpg	750	Yes	New				2250			Avianne & Co	 This finely detailed diamond engagement ring setting is crafted in highly polished 14K Yellow Gold. The six prong setting in the center is highlighted with brilliant channel set baguette cut side stones which total to 1.37 carats. Choose this exquisite diamond engagement ring setting for the diamond of your choice. 			276
R3132A	14K Yellow Gold Diamond Engagement Ring Setting 1.52 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/1483/s/14k-yellow-gold-diamond-engagement-ring-setting-1-52-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/3/r3132a-1.jpg	1167	Yes	New				3501			Avianne & Co	This exquisite diamond engagement ring setting is crafted in highly polished 14K Yellow Gold. The six prong setting in the center is highlighted with brilliant princess cut side stones which total to 1.52 carats. This elegant diamond engagement ring setting is an ideal band for the diamond of your choice. 			276
