TemplateType=Jewelry,Version=1.4,This row for Amazon.com use only. Do not modify or delete.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JEWELRY SPECIFIC FIELDS,,,,,,,,,,,,,,,,,,,NECKLACE,,RINGS,,,,EARRINGS,ESTATE,CERTIFICATE INFO,,,,,,,,,,,,,,,,,,STONEINFO1,,,,,,,,,,,,,,,,,,,,,STONE INFO 2,,,,,,,,,,,,,,,,,,,,,STONE INFO 3,,,,,,,,,,,,,,,,,,,,,PEARL INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,ProductName,Manufacturer,MfrModelNumber,ProductType,Parentage,ItemPrice,Quantity,ItemType,Brand,MainImageURL,Currency,StandardProductID,ProductIDType,BulletPoint1,BulletPoint2,BulletPoint3,BulletPoint4,BulletPoint5,Description,TargetAudience1,TargetAudience2,TargetAudience3,Designer,CountryOfOrigin,LaunchDate,MerchantCatalogNumber,Prop65,CPSIAWarning1,CPSIAWarning2,CPSIAWarning3,CPSIAWarning4,CPSIAWarningDescription,UsedFor1,UsedFor2,UsedFor3,UsedFor4,UsedFor5,OtherItemAttribute1,OtherItemAttribute2,OtherItemAttribute3,OtherItemAttribute4,OtherItemAttribute5,SubjectContent1,SubjectContent2,SubjectContent3,SubjectContent4,SubjectContent5,SearchTerms1,SearchTerms2,SearchTerms3,SearchTerms4,SearchTerms5,ParentSKU,RelationshipType,VariationTheme,SwatchImageURL,OtherImageURL1,OtherImageURL2,OtherImageURL3,OtherImageURL4,OtherImageURL5,OtherImageURL6,OtherImageURL7,OtherImageURL8,ShippingWeight,ShippingWeightUnitOfMeasure,ProductTaxCode,DimensionUnitOfMeasure,Diameter,Height,Width,Length,TotalMetalWeight,MetalWeightUnitOfMeasure,TotalDiamondWeight,TotalDiamondWeightUnitOfMeasure,TotalGemWeight,TotalGemWeightUnitOfMeasure,Material1,Material2,Material3,Material4,MetalType,MetalStamp,SettingType,NumberOfStones,ClaspType,ChainType,RingSize,ReSizable,SizingLowerRange,SizingUpperRange,BackFinding,EstatePeriod,CertificateNumber1,CertificateNumber2,CertificateNumber3,CertificateNumber4,CertificateNumber5,CertificateNumber6,CertificateNumber7,CertificateNumber8,CertificateNumber9,CertificateType1,CertificateType2,CertificateType3,CertificateType4,CertificateType5,CertificateType6,CertificateType7,CertificateType8,CertificateType9,GemType1,StoneCut1,StoneColor1,StoneClarity1,StoneShape1,StoneCreationMethod1,StoneTreatmentMethod1,StoneDimensionUnitOfMeasure1,StoneHeight1,StoneLength1,StoneWidth1,StoneWeight1,LabCreated1,Inscription1,StoneDepthPercentage1,StoneTablePercentage1,StoneSymmetry1,StonePolish1,StoneGirdle1,StoneCulet1,StoneFluorescence1,GemType2,StoneCut2,StoneColor2,StoneClarity2,StoneShape2,StoneCreationMethod2,StoneTreatmentMethod2,StoneDimensionUnitOfMeasure2,StoneHeight2,StoneLength2,StoneWidth2,StoneWeight2,LabCreated2,Inscription2,StoneDepthPercentage2,StoneTablePercentage2,StoneSymmetry2,StonePolish2,StoneGirdle2,StoneCulet2,StoneFluorescence2,GemType3,StoneCut3,StoneColor3,StoneClarity3,StoneShape3,StoneCreationMethod3,StoneTreatmentMethod3,StoneDimensionUnitOfMeasure3,StoneHeight3,StoneLength3,StoneWidth3,StoneWeight3,LabCreated3,Inscription3,StoneDepthPercentage3,StoneTablePercentage3,StoneSymmetry3,StonePolish3,StoneGirdle3,StoneCulet3,StoneFluorescence3,PearlType,Color,StyleName,PearlMinimumColor,PearlLustre,PearlShape,PearlUniformity,PearlSurfaceMarkingsAndBlemishes,NacreThickness,PearlStringingMethod,SizePerPearl,NumberOfPearls,MSRP,SalesPrice,FulfillmentCenterID,SaleStartDate,SaleEndDate,ReleaseDate,ItemPackageQuantity,leadtime-to-ship,RestockDate,MaxAggregateShipQuantity,IsGiftMessageAvailable,IsGiftWrapAvailable,IsDiscontinuedByManufacturer,RegisteredParameter,PlatinumKeywords1,PlatinumKeywords2,PlatinumKeywords3,PlatinumKeywords4,PlatinumKeywords5,UpdateDelete
R125618,Platinum Diamond Engagement Ring Setting,Avianne & Co,R125618,FineRing,child,1874,1,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r125618-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"This lovely engagement ring setting is handcrafted in platinum. The inner part of the prong is set with small round cut diamonds which total to 0.10 carats. The prong measures to 1/4 inches in width and the band measures to 1/8 inches in width. Weighing approximately 7.4 grams, this engagement ring setting is an ideal base for the diamond of your choice.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,Platinum,,Diamond,,Engagement,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r125618-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r125618-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r125618-1_1.jpg,,,,,,,,,mm,,,7,,,Grams,0.1,CARATS,,CARATS,,,,,Platinum,plat-950,Pave ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,G - H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R125630,14K White Gold Diamond Engagement Ring 2.26 Ctw,Avianne & Co,R125630,FineRing,child,12579,1,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r125630-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This lovely engagement ring setting is handcrafted in lustrous 14K white gold. The center is highlighted with one brilliant EGL certified 0.98 carats princess cut diamond which is G in color and VS1 in clarity. The side stones consist of small princess and round cut diamonds which total to additional 1.28 carats and are SI in clarity and H/I in color. The frame measures to 1/4 inches in width and weighs approximately 7.8 grams. This glamorous engagement ring is an ideal gift for that special someone.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r125630-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r125630-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r125630-1_1.jpg,,,,,,,,,mm,,,7,,,Grams,2.26,CARATS,,CARATS,,,,,White-gold,14K,Pave and Prong and Channel ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,G - H - I,SI1 - SI2 - VS1,Princess - Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R125635,18K Gold PVD Womens Diamond Cocktail Ring 4.14 Ctw,Avianne & Co,R125635,FineRing,child,6509,1,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r125635-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This glamorous womens diamond cocktail ring is handcrafted in 18K gold and plated in black PVD. The center features rows of small round cut white diamonds which total to 4.14 carats. The frame measures to 1 1/4 inches in width and weighs approximately 19 grams. This large womens cocktail ring is an ideal accessory which guarantees any bystanders attention.,,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,18K,,Gold,,PVD,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r125635-4.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r125635-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r125635-1.jpg,,,,,,,,,mm,,,4,,,Grams,4.14,CARATS,,CARATS,,,,,white-gold,18K,Prong ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,G - H,VS1 - VS2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R125641,18K Yellow Gold Mens Diamond Pinky Ring 0.50 Ctw,Avianne & Co,R125641,FineRing,child,3281,1,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r125641-1_1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This uniquely designed mens diamond pinky ring is handcrafted in 18K yellow gold. The center is channel set with three brilliant princess cut diamonds which are F in color and VS1 in clarity. The band measures to 3/8 inches in width and weighs approximately 19 grams. This one of a kind mens pinky ring is an ideal accessory for an every day casual or special wear.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,18K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r125641-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r125641-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r125641-1_1_1.jpg,,,,,,,,,mm,,,10,,,Grams,0.5,CARATS,,CARATS,,,,,Yellow-gold,18K,Channel ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,F,VS1,Princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
RLD142,14K White Gold Three Stone Diamond Engagement Ring 4.10 Ctw,Avianne & Co,RLD142,FineRing,child,1761,1,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/l/rld142-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"Gleaming in total perfection, this elegant engagement ring is handcrafted in 14K white gold. The center is set with one large oval shaped blue topaz which totals to 3.45 carats. Two round cut side stones are placed on opposite sides and total to additional 0.65 carats. The frame measures to 3/8 inches in width and weighs approximately 4.7 grams. This large engagement ring is an ideal gift for the one who appreciates uniqueness and beauty.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/l/rld142-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/l/rld142-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/l/rld142-1_1.jpg,,,,,,,,,mm,,,10,,,Grams,0.65,CARATS,3.45,CARATS,,,,,White-gold,14K,Prong ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,blue-topaz,,G - H,SI1 - SI2,Round ,natural,Not-treated,,,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R1541,14K White Gold Womens Diamond Aquamarine Heart Ring 0.89 Ctw,Avianne & Co,R1541,FineRing,child,549,100,individual-pendants,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r1541-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This elegant womens diamond heart ring is handcrafted in 14K white gold. The center is set with one heart shaped aquamarine stone which totals to 0.50 carats. The frame is outlined with additional small round cut white diamonds which total to 0.39 carats. The frame measures to 1/2 inches in width and weighs approximately 2.3 grams. This lovely womens ring is an ideal gift for that special someone.,,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r1541-1_1.jpg,,,,,,,,,,,mm,,,12,,,Grams,0.39,CARATS,0.5,CARATS,,,,,White-gold,14K,Pave ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,aquamarine,,G - H,SI1 - SI2,Round ,natural,Not-treated,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,TRUE,,,,,,,,
RLD201,14K White Gold Womens Three Stone Topaz Engagement Ring 5.66 Ctw,Avianne & Co,RLD201,FineRing,child,1036,1,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/l/rld201-1_1.jpeg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This glamorous womens engagement ring is handcrafted in 14K white gold. The center is set with three large emerald cut blue topaz stones which total to 5.66 carats. The frame measures to 7/16 inches in width and weighs approximately 7.3 grams. This uniquely designed womens gemstone engagement ring is an ideal gift for that special someone.,,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/l/rld201-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/l/rld201-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/l/rld201-1_1.jpeg,,,,,,,,,mm,,,11,,,Grams,,CARATS,,CARATS,,,,,White-gold,14K,,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R21882,14K White Gold Three Stone Topaz Engagement Ring 2.35 Ctw,Avianne & Co,R21882,FineRing,child,749,1,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r1882-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This uniquely designed three stone engagement ring is handcrafted in lustrous 14K white gold. The frame measures to 1/4 inches in width and weighs approximately 4.3 grams. The three oval shape blue topaz stone total to 2.35 carats. This lovely engagement ring is an ideal gift for that special someone.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r21882-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r21882-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r1882-1.jpg,,,,,,,,,mm,,,7,,,Grams,,CARATS,,CARATS,,,,,White-gold,14K,,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R1115,14K Yellow Gold Womens Citrine Ring 15.00 Ctw,Avianne & Co,R1115,FineRing,child,974,1,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r1115-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This large womens ring is handcrafted in lustrous 14K yellow gold. The center is set with one large citrine stone which totals to 15 carats. The frame measures to 5/8 inches in width and weighs approximately 7 grams. This glamorous womens ring is an ideal accessory which guarantees any bystanders attention.,,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,14K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r1115-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r1115-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r1115-4.jpg,,,,,,,,,mm,,,16,,,Grams,,CARATS,,CARATS,,,,,Yellow-gold,14K,,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
RLD4938,14K White Gold Three Stone Topaz Engagement Ring 3.30 Ctw,Avianne & Co,RLD4938,FineRing,child,874,1,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/l/rld4938-1_2.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This lovely three stone engagement ring is handcrafted in 14K white gold. The center is set with three brilliant blue topaz stones which total to 3.30 carats. The frame measures to 3/8 inches in width and weighs approximately 6.3 grams. This glamorous three stone ring is an ideal gift for that special someone.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/l/rld4938-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/l/rld4938-1_1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/l/rld4938-1_2.jpg,,,,,,,,,mm,,,9,,,Grams,,CARATS,,CARATS,,,,,White-gold,14K,,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R1730,14K White Gold Three Stone Diamond Engagement Ring 3.35 Ctw,Avianne & Co,R1730,FineRing,child,2299,1,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r1730-1_2.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This elegant three stone engagement ring is handcrafted in 14K white gold. The center is set with one brilliant blue aquamarine stone which totals to 2.50 carats. Two side stones consist of brilliant round cut diamonds which total to 0.85 carats. The frame measures to 3/8 inches in width and weighs approximately 6.6 grams. This three stone engagement ring is an ideal gift for that special someone.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r1730-3_1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r1730-1_1_1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r1730-1_2.jpg,,,,,,,,,mm,,,10,,,Grams,0.85,CARATS,2.5,CARATS,,,,,White-gold,14K,Half Bezel,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,Aquamarine,,G - H,SI1 - SI2,Round ,natural,Not-treated,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
RLD144,18K White Gold Three Stone Diamond Engagement Ring 2.53 Ctw,Avianne & Co,RLD144,FineRing,child,1561,1,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/l/rld144-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This elegant engagement ring is handcrafted in lustrous 18K white gold. The center is prong set with one oval shaped aquamarine which totals to 2.00 carats. Two side stones are round cut brilliant diamonds which total to additional 0.53 carats. The frame measures to 1/4 inches in width and weighs approximately 4.2 grams.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,18K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/l/rld144-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/l/rld144-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/l/rld144-1_1.jpg,,,,,,,,,mm,,,7,,,Grams,0.53,CARATS,2,CARATS,,,,,White-gold,18K,Prong ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,Aquamarine,,G - H,SI1 - SI2,Round ,natural,Not-treated,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R1730A,18K Yellow Gold Three Stone Diamond Aquamarine Engagement Ring 3.35 Ctw,Avianne & Co,R1730A,FineRing,child,2539,1,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r1730a-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This lovely three stone engagement ring is handcrafted in lustrous 18K yellow gold. One lovely round cut aquamarine stone is placed in the center and totals to 2.50 carats. Two side stones are round cut brilliant diamonds which total to additional 0.85 carats. The frame measures to 3/8 inches in width and weighs approximately 8 grams.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,18K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r1730-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r1730-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r1730a-1.jpg,,,,,,,,,mm,,,10,,,Grams,0.85,CARATS,2.5,CARATS,,,,,Yellow-gold,18K,Half Bezel ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,Aquamarine,,G - H,SI1 - SI2,Round ,natural,Not-treated,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R-529,14K Yellow Gold Womens Diamond Topaz Ring 2.35 Ctw,Avianne & Co,R-529,FineRing,child,656,1,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/-/r-529-1_2.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This lovely womens ring is crafted in 14K yellow gold. The center is prong set with one oval shaped blue topaz which totals to 2.10 carats. Small baguette cut diamonds are placed on opposite sides of the stone and total to additional 0.25 carats. The frame measures to 3/8 inches in width and weighs approximately 4.2 grams.,,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,14K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/-/r-529-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/-/r-529-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/-/r-529-1_2.jpg,,,,,,,,,mm,,,10,,,Grams,0.25,CARATS,2.1,CARATS,,,,,Yellow-gold,14K,Prong ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,blue-topaz,,H,SI2 - SI3,Baguette,natural,Not-treated,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R21799,18K Yellow Gold Three Stone Topaz Engagement Ring 4.71 Ctw,Avianne & Co,R21799,FineRing,child,974,1,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r21799-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This glamorous three stone engagement ring is handcrafted in lustrous 18K yellow gold. The center is set with three brilliant blue topaz stones which total to 4.71 carats. The frame measures to 3/8 inches in width and weighs approximately 6.6 grams. This lovely three stone gemstone engagement ring is an ideal gift for that special occasion.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,18K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r21799-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r21799-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r21799-1_1.jpg,,,,,,,,,mm,,,10,,,Grams,,CARATS,,CARATS,,,,,Yellow-gold,18K,,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
