TemplateType=Jewelry	Version=2012.1030	This row for Amazon.com use only.  Do not modify or delete.																																																																		JEWELRY SPECIFIC FIELDS																			NECKLACE		RINGS				EARRINGS	ESTATE	CERTIFICATE INFO																		STONE INFO 1																					STONE INFO 2																					STONE INFO 3																					PEARL INFO																															
TemplateType=Jewelry	Version=1.4	This row for Amazon.com use only. Do not modify or delete.																																																																		JEWELRY SPECIFIC FIELDS																			NECKLACE		RINGS				EARRINGS	ESTATE	CERTIFICATE INFO																		STONE INFO 1																					STONE INFO 2																					STONE INFO 3																					PEARL INFO																															
SKU	ProductName	Manufacturer	MfrModelNumber	ProductType	childage	ItemPrice	Quantity	ItemType	Brand	MainImageURL	Currency	StandardProductID	ProductIDType	BulletPoint1	BulletPoint2	BulletPoint3	BulletPoint4	BulletPoint5	Description	TargetAudience1	TargetAudience2	TargetAudience3	Designer	CountryOfOrigin	LaunchDate	MerchantCatalogNumber	Prop65	CPSIAWarning1	CPSIAWarning2	CPSIAWarning3	CPSIAWarning4	CPSIAWarningDescription	UsedFor1	UsedFor2	UsedFor3	UsedFor4	UsedFor5	OtherItemAttribute1	OtherItemAttribute2	OtherItemAttribute3	OtherItemAttribute4	OtherItemAttribute5	SubjectContent1	SubjectContent2	SubjectContent3	SubjectContent4	SubjectContent5	SearchTerms1	SearchTerms2	SearchTerms3	SearchTerms4	SearchTerms5	ParentSKU	RelationshipType	VariationTheme	SwatchImageURL	OtherImageURL1	OtherImageURL2	OtherImageURL3	OtherImageURL4	OtherImageURL5	OtherImageURL6	OtherImageURL7	OtherImageURL8	ShippingWeight	ShippingWeightUnitOfMeasure	ProductTaxCode	DimensionUnitOfMeasure	Diameter	Height	Width	Length	TotalMetalWeight	MetalWeightUnitOfMeasure	TotalDiamondWeight	TotalDiamondWeightUnitOfMeasure	TotalGemWeight	TotalGemWeightUnitOfMeasure	Material1	Material2	Material3	Material4	MetalType	MetalStamp	SettingType	NumberOfStones	ClaspType	ChainType	RingSize	ReSizable	SizingLowerRange	SizingUpperRange	BackFinding	EstatePeriod	CertificateNumber1	CertificateNumber2	CertificateNumber3	CertificateNumber4	CertificateNumber5	CertificateNumber6	CertificateNumber7	CertificateNumber8	CertificateNumber9	CertificateType1	CertificateType2	CertificateType3	CertificateType4	CertificateType5	CertificateType6	CertificateType7	CertificateType8	CertificateType9	GemType1	StoneCut1	StoneColor1	StoneClarity1	StoneShape1	StoneCreationMethod1	StoneTreatmentMethod1	StoneDimensionUnitOfMeasure1	StoneHeight1	StoneLength1	StoneWidth1	StoneWeight1	LabCreated1	Inscription1	StoneDepthPercentage1	StoneTablePercentage1	StoneSymmetry1	StonePolish1	StoneGirdle1	StoneCulet1	StoneFluorescence1	GemType2	StoneCut2	StoneColor2	StoneClarity2	StoneShape2	StoneCreationMethod2	StoneTreatmentMethod2	StoneDimensionUnitOfMeasure2	StoneHeight2	StoneLength2	StoneWidth2	StoneWeight2	LabCreated2	Inscription2	StoneDepthPercentage2	StoneTablePercentage2	StoneSymmetry2	StonePolish2	StoneGirdle2	StoneCulet2	StoneFluorescence2	GemType3	StoneCut3	StoneColor3	StoneClarity3	StoneShape3	StoneCreationMethod3	StoneTreatmentMethod3	StoneDimensionUnitOfMeasure3	StoneHeight3	StoneLength3	StoneWidth3	StoneWeight3	LabCreated3	Inscription3	StoneDepthPercentage3	StoneTablePercentage3	StoneSymmetry3	StonePolish3	StoneGirdle3	StoneCulet3	StoneFluorescence3	PearlType	Color	StyleName	PearlMinimumColor	PearlLustre	PearlShape	PearlUniformity	PearlSurfaceMarkingsAndBlemishes	NacreThickness	PearlStringingMethod	SizePerPearl	NumberOfPearls	MSRP	SalesPrice	FulfillmentCenterID	SaleStartDate	SaleEndDate	ReleaseDate	ItemPackageQuantity	leadtime-to-ship	RestockDate	MaxAggregateShipQuantity	IsGiftMessageAvailable	IsGiftWrapAvailable	IsDiscontinuedByManufacturer	RegisteredParameter	PlatinumKeywords1	PlatinumKeywords2	PlatinumKeywords3	PlatinumKeywords4	PlatinumKeywords5	UpdateDelete
CH26125VI4	 10K  White  Gold  Mens  Diamond  Tennis  Chain  12.00  Ctw 	 Avianne  &  Co 	CH26125VI4	FineNecklaceBraceletAnklet	child	8113	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26125-2_1_1_1_1.jpg	USD								" This  classic  mens  diamond  tennis  chain  is  handcrafted  in  10k  white  gold.  Round  cut  diamonds  are  prong  set  all  the  way  across  the  chain  and  total  to  12.00  carats.  The  frame  measures  to  31  inches  in  length  and  4  mm  in  width.  Weighing  43  grams,  this  chain  securely  locks  with  a  durable  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-3_1_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-1_1_1_1_1.jpg										MM			4	787	43	GR	12	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
CH26125VI5	 10K  White  Gold  Mens  Diamond  Tennis  Chain  16.35  Ctw 	 Avianne  &  Co 	CH26125VI5	FineNecklaceBraceletAnklet	child	10119	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26125-2_1_1_1_1_1.jpg	USD								" This  classic  mens  diamond  tennis  chain  is  handcrafted  in  10k  white  gold.  Round  cut  diamonds  are  prong  set  all  the  way  across  the  chain  and  total  to  16.35  carats.  The  frame  measures  to  30  inches  in  length  and  4  mm  in  width.  Weighing  46  grams,  this  chain  securely  locks  with  a  durable  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-3_1_1_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-1_1_1_1_1_1.jpg										MM			4	762	46	GR	16.35	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
CH126326VI2	 14K  White  Gold  Mens  Diamond  Tennis  Chain  9.50  Ctw 	 Avianne  &  Co 	CH126326VI2	FineNecklaceBraceletAnklet	child	12263	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126326-3_1_1.jpg	USD								" This  glamorous  mens  chain  is  handcrafted  in  lustrous  14K  white  gold.  The  chain  is  set  with  small  round  cut  diamonds  which  are  placed  on  an  illusion  setting.  The  frame  measures  to  32  inches  in  length  and  3/16  inches  in  width.  Weighing  37  grams,  this  chain  is  an  ideal  accessory  for  an  every  day  casual  or  glamorous  wear. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126326-2_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126326-4_1_1.jpg										MM			4	813	37	GR	9.5	CARATS							White-gold	 14K    	Illusion																																																																																																																										
CH126422VI4	 14K  White  Gold  Mens  Diamond  Tennis  Chain  17.90  Ctw 	 Avianne  &  Co 	CH126422VI4	FineNecklaceBraceletAnklet	child	11813	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126422-1_1_1_2.jpg	USD								" This  glamorous  diamond  tennis  chain  is  handcrafted  in  14K  white  gold.  Brilliant  round  cut  diamonds  are  placed  all  the  way  around  the  frame  and  total  to  17.90  carats.  The  chain  measures  to  32  inches  in  length  and  3  mm  in  width.  Weighing  43.5  grams,  this  chain  securely  locks  with  a  durable  slide  in  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126422-1_1_1_2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126422-2_1_1_2.jpg										MM			3	813	43.5	GR	17.9	CARATS							White-gold	 14K    	Prong																																																																																																																										
CH126326VI3	 10K  White  Gold  Mens  Diamond  Tennis  Chain  7.10  Ctw 	 Avianne  &  Co 	CH126326VI3	FineNecklaceBraceletAnklet	child	5738	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126326-3_1_1_1.jpg	USD								" This  glamorous  mens  chain  is  handcrafted  in  lustrous  10K  white  gold.  The  chain  is  set  with  small  round  cut  diamonds  which  are  placed  on  an  illusion  setting.  The  frame  measures  to  30  inches  in  length  and  1/4  inches  in  width.  Weighing  28  grams,  this  chain  is  an  ideal  accessory  for  an  every  day  casual  or  glamorous  wear. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126326-2_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126326-4_1_1_1.jpg										MM			6	762	28	GR	7.1	CARATS							White-gold	 10K    	Illustion																																																																																																																										
CH25839VI	 10K  White  Gold  Mens  Diamond  Tennis  Chain  11.00  Ctw 	 Avianne  &  Co 	CH25839VI	FineNecklaceBraceletAnklet	child	7988	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25839-2_1.jpg	USD								" This  exquisite  mens  diamond  tennis  chain  is  handcrafted  in  lustrous  10K  white  gold.  The  round  cut  diamonds  are  prong  set  all  the  way  around  the  frame  and  total  to  11.00  carats.  The  frame  measures  to  36  inches  in  length  and  4  mm  in  width.  Weighing  40  grams,  this  chain  securely  locks  with  durable  slide  in  clasp. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25839-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25839-3_1.jpg										MM			4	914	40	GR	11	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
CH126326VI4	 14K  White  Gold  Mens  Diamond  Tennis  Chain  9.00  Ctw 	 Avianne  &  Co 	CH126326VI4	FineNecklaceBraceletAnklet	child	9388	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126326-3_1_1_1_1.jpg	USD								" This  glamorous  mens  chain  is  handcrafted  in  lustrous  14K  white  gold.  The  chain  is  set  with  small  round  cut  diamonds  which  are  placed  on  an  illusion  setting.  The  frame  measures  to  30  inches  in  length  and  3/16  inches  in  width.  Weighing  30  grams,  this  chain  is  an  ideal  accessory  for  an  every  day  casual  or  glamorous  wear. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126326-2_1_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126326-4_1_1_1_1.jpg										MM			5	762	30	GR	9	CARATS							White-gold	 14K    	Illustion																																																																																																																										
CH126326VI5	 10K  White  Gold  Mens  Diamond  Tennis  Chain  8.00  Ctw 	 Avianne  &  Co 	CH126326VI5	FineNecklaceBraceletAnklet	child	5749	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126326-3_1_1_1_1_1.jpg	USD								" This  glamorous  mens  chain  is  handcrafted  in  lustrous  10K  white  gold.  The  chain  is  set  with  small  round  cut  diamonds  which  are  placed  on  an  illusion  setting.  The  frame  measures  to  32  inches  in  length  and  3/16  inches  in  width.  Weighing  30  grams,  this  chain  is  an  ideal  accessory  for  an  every  day  casual  or  glamorous  wear. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126326-2_1_1_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126326-4_1_1_1_1_1.jpg										MM			4	813	30	GR	8	CARATS							White-gold	 10K    	Illustion																																																																																																																										
CH126326VI6	 14K  White  Gold  Mens  Diamond  Tennis  Chain  9.00  Ctw 	 Avianne  &  Co 	CH126326VI6	FineNecklaceBraceletAnklet	child	7744	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126326-3_1_1_1_1_2.jpg	USD								" This  glamorous  mens  chain  is  handcrafted  in  lustrous  14K  white  gold.  The  chain  is  set  with  small  round  cut  diamonds  which  are  placed  on  an  illusion  setting.  The  frame  measures  to  32  inches  in  length  and  3/16  inches  in  width.  Weighing  35  grams,  this  chain  is  an  ideal  accessory  for  an  every  day  casual  or  glamorous  wear. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126326-2_1_1_1_1_2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126326-4_1_1_1_1_2.jpg										MM			4	813	35	GR	9	CARATS							White-gold	 14K    	Illustion																																																																																																																										
CH26125VI6	 10K  White  Gold  Mens  Diamond  Tennis  Chain  7.00  Ctw 	 Avianne  &  Co 	CH26125VI6	FineNecklaceBraceletAnklet	child	5850	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26125-2_1_1_1_1_1_1.jpg	USD								 This  classic  mens  diamond  tennis  chain  is  handcrafted  in  10k  white  gold.  Round  cut  diamonds  are  prong  set  all  the  way  across  the  chain  and  total  to  7.00  carats.  The  frame  measures  to  30  inches  in  length  and  3  mm  in  width. 																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-3_1_1_1_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-1_1_1_1_1_1_1.jpg										MM			3	762	30	GR	7	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
CH26125VI7	 10K  White  Gold  Mens  Diamond  Tennis  Chain  20.65  Ctw 	 Avianne  &  Co 	CH26125VI7	FineNecklaceBraceletAnklet	child	11763	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26125-2_1_1_1_1_1_1_1.jpg	USD								" This  classic  mens  diamond  tennis  chain  is  handcrafted  in  10k  white  gold.  Round  cut  diamonds  are  prong  set  all  the  way  across  the  chain  and  total  to  20.65  carats.  The  frame  measures  to  32  inches  in  length  and  3/16  inches  in  width.  Weighing  60  grams,  this  is  an  ideal  accessory  for  an  every  day  wear. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-3_1_1_1_1_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-1_1_1_1_1_1_1_1.jpg										MM			5	813	60	GR	20.65	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
CH26125VI8	 10K  White  Gold  Mens  Diamond  Tennis  Chain  12.20  Ctw 	 Avianne  &  Co 	CH26125VI8	FineNecklaceBraceletAnklet	child	7381	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26125-2_1_1_1_1_1_1_1_1.jpg	USD								 This  classic  mens  diamond  tennis  chain  is  handcrafted  in  10k  white  gold.  Round  cut  diamonds  are  prong  set  all  the  way  across  the  chain  and  total  to  12.20  carats.    The  chain  weighs  48  grams. 																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-3_1_1_1_1_1_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-1_1_1_1_1_1_1_1_1.jpg										MM			3	762	48	GR	12.2	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
CH26125VI9	 10K  White  Gold  Mens  Diamond  Tennis  Chain  10.00  Ctw 	 Avianne  &  Co 	CH26125VI9	FineNecklaceBraceletAnklet	child	6175	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26125-2_1_1_1_1_1_1_1_1_1.jpg	USD								 This  classic  mens  diamond  tennis  chain  is  handcrafted  in  10k  white  gold.  Round  cut  diamonds  are  prong  set  all  the  way  across  the  chain  and  total  to  10.00  carats.  The  chain  weighs  34  grams. 																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-3_1_1_1_1_1_1_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-1_1_1_1_1_1_1_1_1_1.jpg										MM				610	34	GR	10	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
CH26125VI10	 10K  White  Gold  Mens  Diamond  Tennis  Chain  10.35  Ctw 	 Avianne  &  Co 	CH26125VI10	FineNecklaceBraceletAnklet	child	6163	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26125-2_1_1_1_1_1_1_1_1_1_1.jpg	USD								 This  classic  mens  diamond  tennis  chain  is  handcrafted  in  10k  white  gold.  Round  cut  diamonds  are  prong  set  all  the  way  across  the  chain  and  total  to  10.35  carats.  The  chain  weighs  40  grams. 																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-3_1_1_1_1_1_1_1_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-1_1_1_1_1_1_1_1_1_1_1.jpg										MM			4.5	838	40	GR	10.35	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
15731	 10K  White  Gold  Mens  Diamond  Two  Row  Tennis  Chain  21.00  Ctw 	 Avianne  &  Co 	15731	FineNecklaceBraceletAnklet	child	11686	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/5/15731-1.jpg	USD								" This  exquisite  mens  diamond  chain  is  handcrafted  in  10k  white  gold.  Two  rows  are  prong  set  with  small  round  cut  diamonds  which  total  to  21.00  carats.  The  frame  measures  to  32  inches  in  length  and  1/4  inches  in  width.  Weighing  85.5  grams,  this  chain  locks  with  durable  slide  in  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/5/15731-2_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/5/15731-3.jpg										MM			7.4	813	85.5	GR	21	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
JCO-57E	 14K  Two  Tone  Gold  Mens  Diamond  Two  Row  Chain  with  Yellow  Diamonds  16.00  Ctw 	 Avianne  &  Co 	JCO-57E	FineNecklaceBraceletAnklet	child	18138	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/j/c/jco-57e-1.jpg	USD								" This  uniquely  designed  mens  diamond  two  row  chain  is  handcrafted  in  lustrous  14k  white  and  yellow  gold.  The  chain  is  detailed  with  brilliant  white  and  yellow  diamonds  which  total  to  16.00  carats.  The  frame  measures  to  31  inches  in  length  and  1/4  inches  in  width.  Weighing  95.2  grams,  this  chain  is  an  ideal  accessory  for  an  every  day  casual  or  special  wear. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/j/c/jco-57e-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/j/c/jco-57e-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/j/c/jco-57e-2.jpg									MM			7	787	95.2	GR	16	CARATS							White-gold	 14K    	 Prong   																																																																																																																										
CH26375	 14K  White  Gold  Mens  Diamond  Tennis  Chain  8.50  Ctw 	 Avianne  &  Co 	CH26375	FineNecklaceBraceletAnklet	child	16474	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26125-2_2.jpg	USD								" This  classic  mens  diamond  tennis  chain  is  handcrafted  in  14k  white  gold.  Round  cut  diamonds  are  prong  set  all  the  way  across  the  chain  and  total  to  8.50  carats.  The  frame  measures  to  25  inches  in  length  and  3/16  inches  in  width.  Weighing  47  grams,  this  chain  securely  locks  with  a  durable  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-3_2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-1_2.jpg										MM			4	635	47	GR	8.5	CARATS							White-gold	 14K    	 Prong   																																																																																																																										
22126	 14K  White  Gold  Mens  Diamond  Cuban  Chain  17.32  Ctw 	 Avianne  &  Co 	22126	FineNecklaceBraceletAnklet	child	49499	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/d/bdc-1.jpg	USD								" Designed  by  Avianne  and  Co.  this  cuban  chain  is  handcrafted  in  14k  white  gold.  Each  link  is  pave  set  with  small  round  cut  diamonds  which  are  G  in  color  and  VS  in  clarity.  The  frame  measures  to  24  inches  in  length  and  12  mm  in  width.  Weighing  251.4  grams,  this  chain  locks  with  slide  in  clasp  and  two  safety  latches. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/b/d/bdc-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/b/d/bdc-3.jpg										MM			12	610	251.4	GR	17.32	CARATS							White-gold	 14K    	 Pave   																																																																																																																										
CH26640	 10K  Yellow  Gold  Mens  Black  Diamond  Tennis  Chain  13.75  Ctw 	 Avianne  &  Co 	CH26640	FineNecklaceBraceletAnklet	child	4659	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26640-1_1.jpg	USD								 This  elegant  mens  tennis  chain  is  handcrafted  in  10k  yellow  gold.  The  chain  is  prong  set  with  black  round  cut  diamonds  and  measures  to  33  inches  in  length. 																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26640-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26640-1_1.jpg										MM			3.5	838	49	GR	13.75	CARATS							Yellow-Gold	 10K    	 Prong   																																																																																																																										
22135	 14K  White  Gold  Mens  Diamond  Rosary  Chain  17.50  Ctw 	 Avianne  &  Co 	22135	FineNecklaceBraceletAnklet	child	31261	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/2/22135-1.jpg	USD								" This  exquisite  mens  diamond  rosary  chain  is  handcrafted  in  14k  white  gold.  The  29  inch  diamond  chain  is  detailed  with  brilliant  round  cut  diamonds.  The  6  inch  drop  length  features  one  cross  which  measures  to  1  3/4  inches  in  length  and  1  1/4  inches  in  width.  Weighing  81.3  grams,  this  chain  is  a  perfect  addition  to  your  diamond  jewelry  collection. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22135-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22135-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22135-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22135-6.jpg								MM				737	81.3	GR	17.5	CARATS							White-gold	 14K    	" Prong,  Bezel   "																																																																																																																										
CH26662	 10K  Gold  Black  Rhodium  Plated  Mens  Black  Diamond  Tennis  Chain  13.00  Ctw 	 Avianne  &  Co 	CH26662	FineNecklaceBraceletAnklet	child	7311	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/7/17286-3_2_1_1_1_1.jpg	USD								" This  elegant  mens  diamond  tennis  chain  is  handcrafted  in  10k  gold  and  plated  in  black  rhodium.  Small  black  round  cut  diamonds  are  prong  set  all  the  way  across  the  chain  and  total  to  13.00  carats.  The  chain  measures  to  30  inches  in  length  and  3.5  mm  in  width.  Weighing  41  grams,  this  chain  locks  with  slide  in  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/7/17286-3_3_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/7/17286-1_2_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/7/17286-3_2_1_1_1_1.jpg									MM			3.5	762	41	GR	13	CARATS							rhodium-plated-white-gold	 10K    	Prong																																																																																																																										
CH26665	 10K  Black  Rhodium  Plated  Mens  Black  Ball  Bead  Onyx  Diamond  Rosary  Chain  21.00  Ctw 	 Avianne  &  Co 	CH26665	FineNecklaceBraceletAnklet	child	10436	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26665-4.jpg	USD								" Designed  by  Avianne  and  Co.,  this  mens  diamond  rosary  chain  is  handcrafted  in  10k  gold  and  plated  in  black  rhodium.  The  chain  measures  to  24  inches  in  length  and  features  small  10k  gold  8mm  balls  which  are  micro  set  with  small  round  cut  black  diamonds  and  black  8  mm  onyx  round  stones.  The  drop  length  features  one  oval  pendant  which  is  micro  set  with  small  round  cut  black  diamonds  and  an  additional  cross  which  measures  to  1.5  inches  in  length  and  21.5  mm  in  width.  Weighing  79  grams,  this  uniquely  designed  rosary  chain  will  guarantee  any  bystanders  attention. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26665-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26665-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26665-4.jpg									MM				610	79	GR	21	CARATS							rhodium-plated-white-gold	 10K    	 Micro  Pave   																																																																																																																										
