TemplateType=Jewelry	Version=2012.1030	This row for Amazon.com use only.  Do not modify or delete.																																																																		JEWELRY SPECIFIC FIELDS																			NECKLACE		RINGS				EARRINGS	ESTATE	CERTIFICATE INFO																		STONE INFO 1																					STONE INFO 2																					STONE INFO 3																					PEARL INFO																															
TemplateType=Jewelry	Version=1.4	This row for Amazon.com use only. Do not modify or delete.																																																																		JEWELRY SPECIFIC FIELDS																			NECKLACE		RINGS				EARRINGS	ESTATE	CERTIFICATE INFO																		STONE INFO 1																					STONE INFO 2																					STONE INFO 3																					PEARL INFO																															
SKU	ProductName	Manufacturer	MfrModelNumber	ProductType	childage	ItemPrice	Quantity	ItemType	Brand	MainImageURL	Currency	StandardProductID	ProductIDType	BulletPoint1	BulletPoint2	BulletPoint3	BulletPoint4	BulletPoint5	Description	TargetAudience1	TargetAudience2	TargetAudience3	Designer	CountryOfOrigin	LaunchDate	MerchantCatalogNumber	Prop65	CPSIAWarning1	CPSIAWarning2	CPSIAWarning3	CPSIAWarning4	CPSIAWarningDescription	UsedFor1	UsedFor2	UsedFor3	UsedFor4	UsedFor5	OtherItemAttribute1	OtherItemAttribute2	OtherItemAttribute3	OtherItemAttribute4	OtherItemAttribute5	SubjectContent1	SubjectContent2	SubjectContent3	SubjectContent4	SubjectContent5	SearchTerms1	SearchTerms2	SearchTerms3	SearchTerms4	SearchTerms5	ParentSKU	RelationshipType	VariationTheme	SwatchImageURL	OtherImageURL1	OtherImageURL2	OtherImageURL3	OtherImageURL4	OtherImageURL5	OtherImageURL6	OtherImageURL7	OtherImageURL8	ShippingWeight	ShippingWeightUnitOfMeasure	ProductTaxCode	DimensionUnitOfMeasure	Diameter	Height	Width	Length	TotalMetalWeight	MetalWeightUnitOfMeasure	TotalDiamondWeight	TotalDiamondWeightUnitOfMeasure	TotalGemWeight	TotalGemWeightUnitOfMeasure	Material1	Material2	Material3	Material4	MetalType	MetalStamp	SettingType	NumberOfStones	ClaspType	ChainType	RingSize	ReSizable	SizingLowerRange	SizingUpperRange	BackFinding	EstatePeriod	CertificateNumber1	CertificateNumber2	CertificateNumber3	CertificateNumber4	CertificateNumber5	CertificateNumber6	CertificateNumber7	CertificateNumber8	CertificateNumber9	CertificateType1	CertificateType2	CertificateType3	CertificateType4	CertificateType5	CertificateType6	CertificateType7	CertificateType8	CertificateType9	GemType1	StoneCut1	StoneColor1	StoneClarity1	StoneShape1	StoneCreationMethod1	StoneTreatmentMethod1	StoneDimensionUnitOfMeasure1	StoneHeight1	StoneLength1	StoneWidth1	StoneWeight1	LabCreated1	Inscription1	StoneDepthPercentage1	StoneTablePercentage1	StoneSymmetry1	StonePolish1	StoneGirdle1	StoneCulet1	StoneFluorescence1	GemType2	StoneCut2	StoneColor2	StoneClarity2	StoneShape2	StoneCreationMethod2	StoneTreatmentMethod2	StoneDimensionUnitOfMeasure2	StoneHeight2	StoneLength2	StoneWidth2	StoneWeight2	LabCreated2	Inscription2	StoneDepthPercentage2	StoneTablePercentage2	StoneSymmetry2	StonePolish2	StoneGirdle2	StoneCulet2	StoneFluorescence2	GemType3	StoneCut3	StoneColor3	StoneClarity3	StoneShape3	StoneCreationMethod3	StoneTreatmentMethod3	StoneDimensionUnitOfMeasure3	StoneHeight3	StoneLength3	StoneWidth3	StoneWeight3	LabCreated3	Inscription3	StoneDepthPercentage3	StoneTablePercentage3	StoneSymmetry3	StonePolish3	StoneGirdle3	StoneCulet3	StoneFluorescence3	PearlType	Color	StyleName	PearlMinimumColor	PearlLustre	PearlShape	PearlUniformity	PearlSurfaceMarkingsAndBlemishes	NacreThickness	PearlStringingMethod	SizePerPearl	NumberOfPearls	MSRP	SalesPrice	FulfillmentCenterID	SaleStartDate	SaleEndDate	ReleaseDate	ItemPackageQuantity	leadtime-to-ship	RestockDate	MaxAggregateShipQuantity	IsGiftMessageAvailable	IsGiftWrapAvailable	IsDiscontinuedByManufacturer	RegisteredParameter	PlatinumKeywords1	PlatinumKeywords2	PlatinumKeywords3	PlatinumKeywords4	PlatinumKeywords5	UpdateDelete
CH125489	 14K  White  Solid  Gold  Mens  Black  Onyx  Diamond  Rosary  Chain  3.00  Ctw 	 Avianne  &  Co 	CH125489	FineNecklaceBraceletAnklet	child	5045	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch125489-5.jpg	USD								" Stand  out  with  this  one  of  a  kind  mens  onyx  diamond  rosary  chain.  The  circle  in  the  center  measures  to  3/4  inches  in  diameter  and  is  prong  set  with  small  round  cut  diamonds  which  total  to  0.90  carats.  The  cross  which  measures  to  1  3/4  inches  in  length  and  1  inches  in  width  and  is  prong  set  with  small  round  cut  diamonds  from  both  sides.  Weighing  approximately  31.6  grams,  this  one  of  a  kind  mens  rosary  measures  to  28  inches  in  length  and  features  5  inch  drop  length. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch125489-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch125489-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch125489-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch125489-1.jpg								MM				711	31.6	GR	3	CARATS							White-gold	 14K    	 Prong   																																																																																																																										
17174	 14K/10K  Black  Rhodium  Plated  Mens  Diamond  Rosary  Chain  with  Black  Diamonds  15.55  Ctw 	 Avianne  &  Co 	17174	FineNecklaceBraceletAnklet	child	13138	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/7/17174-1.jpg	USD								" Gleaming  in  absolute  perfection,  this  mens  diamond  rosary  chain  is  handcrafted  in  10K  and  14K  gold  and  plated  in  black  rhodium.  The  14K  diamond  Chai  pendant  represented  on  the  bottom  weighs  approximately  15.5  grams  and  measures  to  1  3/8  Inches  in  length  and  width.  The  10K  chain  measures  to  30  inches  in  length  and  weighs  approximately  53.6  grams.  This  one  of  a  kind  diamond  rosary  chain  securely  locks  with  a  slide  in  clasp  and  one  safety  latch  from  the  opposite  side. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/7/17174-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/7/17174-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/7/17174-3.jpg									MM				762	69.1	GR	15.55	CARATS							rhodium-plated-white-gold	 10K 	" Pave,  Prong,  Bezel "																																																																																																																										
CH125547	 18K  Yellow  Solid  Gold  Mens  Diamond  Rosary  Chain  2.10  Ctw 	 Avianne  &  Co 	CH125547	FineNecklaceBraceletAnklet	child	13750	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/r/br125547-1.jpg	USD								" Exclusively  designed  by  Avianne&Co,  this  one  of  a  kind  mens  diamond  rosary  chain  is  handcrafted  in  18K  yellow  gold.  The  cross  is  detailed  with  brilliant  round  cut  diamonds  which  total  to  2.10  carats.  The  cross  measures  to  1  3/4  inches  in  length  and  1  1/4  inches  in  width.  The  chain  measures  to  28  inches  in  length  and  features  an  additional  6  inch  drop  length.  Weighing  approximately  80  grams,  this  elegant  diamond  rosary  chain  is  an  ideal  accessory  which  guarantees  any  onlookers  attention. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/b/r/br125547-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/b/r/br125547-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/b/r/br125547-4.jpg									MM				711	80	GR	2.1	CARATS							Yellow-Gold	 18K    	 Channel   																																																																																																																										
33373	 18K  Yellow  Solid  Gold  Mens  Diamond  Custom  Angel  Rosary  Chain  3.00  Ctw 	 Avianne  &  Co 	33373	FineNecklaceBraceletAnklet	child	14094	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/n/angel-5.jpg	USD								" Beautifully  designed  to  perfection,  this  mens  custom  diamond  rosary  chain  is  handcrafted  in  18K  yellow  gold.  The  angel,  crafted  in  white  and  yellow  gold,  features  wings  which  are  pave  set  with  small  round  cut  diamonds.  The  angel  measures  to  2  inches  in  length  and  1  3/8  inches  in  width.  the  chain  measures  to  26  inches  and  features  an  additional  6  inch  drop  length.  Weighing  approximately  115  grams,  this  one  of  a  kind  rosary  chain  is  an  ideal  accessory  which  guarantees  any  onlookers  attention. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/n/angel-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/n/angel-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/n/angel-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/n/angel-3.jpg								MM				660	115	GR	3	CARATS							Yellow-Gold	 22K    	 Pave   																																																																																																																										
CH25192	 10K  White  Solid  Gold  Mens  Diamond  Tennis  Chain  12.50  Ctw 	 Avianne  &  Co 	CH25192	FineNecklaceBraceletAnklet	child	15981	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25192-1.jpg	USD								" This  exquisite  diamond  tennis  chain  is  handcrafted  in  lustrous  10K  White  Gold.  The  frame  is  prong  set  with  small  round  cut  brilliant  diamonds  which  are  G  in  color  and  VS  in  clarity.  The  frame  measures  to  28  inches  in  length  and  1/8  inches  in  width.  Weighing  approximately  46.5  grams,  this  one  of  a  kind  mens  diamond  chain  securely  locks  with  a  durable  slide  in  clasp  and  one  safety  latch  from  the  opposite  side. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25192-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25192-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25192-4.jpg									MM			3.5	711	46.5	GR	12.5	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
NC1095	 14K  White  Solid  Gold  Mens  Diamond  Chain  8.00  Ctw 	 Avianne  &  Co 	NC1095	FineNecklaceBraceletAnklet	child	10340	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/c/nc1095-4.jpg	USD								" This  one  of  a  kind  mens  diamond  chain  is  handcrafted  in  14K  white  gold.  Each  link  is  set  with  small  round  cut  white,  blue  and  yellow  diamonds.  The  frame  measures  to  22.5  inches  in  length  and  5/16  inches  in  width.  Weighing  70  grams,  this  chain  securely  locks  with  a  hidden  slide  in  clasp  and  one  safety  latch  from  the  bottom. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/n/c/nc1095-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/n/c/nc1095-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/n/c/nc1095-1.jpg									MM			8	572	70	GR	8	CARATS							White-gold	 14K    	 Micro  Pave   																																																																																																																										
CH125893	 14K  Yellow  Solid  Gold  Womens  Diamond  Tennis  Chain  5.50  Ctw 	 Avianne  &  Co 	CH125893	FineNecklaceBraceletAnklet	child	7231	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch125893-1_1.jpg	USD								" This  glamorous  womens  diamond  chain  is  handcrafted  in  14K  yellow  gold.  Brilliant  round  cut  diamonds  are  placed  all  the  way  across  the  frame  and  total  to  5.50  carats.  Weighing  approximately  31.9  grams,  this  beautiful  womens  chain  is  an  ideal  accessory  which  guarantees  any  bystanders  attention. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch125893-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch125893-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch125893-1_1.jpg									MM			10	432	31.9	GR	5.5	CARATS							Yellow-Gold	 14K    	 Prong   																																																																																																																										
CH126017	 10K  Solid  Gold  PVD  Plated  Mens  Diamond  Chain  with  Black  Diamonds  46.00  Ctw 	 Avianne  &  Co 	CH126017	FineNecklaceBraceletAnklet	child	21231	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126017-3_1.jpg	USD								" This  one  of  a  kind  mens  diamond    chain  is  crafted  in  10K  gold  and  plated  in  black  PVD.  Brilliant  round  cut  black  diamonds  are  prong  set  all  the  way  across  the  frame  and  total  to  46.00  carats.  The  frame  measures  to  38  inches  in  length  and  1/4  inches  in  width.  Weighing  approximately  125.1  grams,  this  mens  chain  securely  locks  with  a  slide  in  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126017-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126017-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126017-3_1.jpg									MM				965	125.1	GR	46	CARATS							0	 10K    	 Prong   																																																																																																																										
33369	 14K  White  Solid  Gold  Mens  Custom  Diamond  Chain  Necklace  7.20  Ctw 	 Avianne  &  Co 	33369	FineNecklaceBraceletAnklet	child	10511	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/chain4-3.jpg	USD								" Custom  made  exclusively  by  Avianne&amp;Co,  this  mens  diamond  cross  is  crafted  in  14K  White  Gold.  The  frame  is  outlined  with  60  brilliant  0.12  pointer    round  cut  diamonds  which  total  to  7.20  carats.  The  frame  measures  to  24  inches  in  length  and  1/8  inches  in  width.  This  finely  detailed  mens  diamond  chain  securely  locks  with  a  durable  lobster  claw  clasp. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/chain4-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/chain4-2.jpg										MM			3	610	32	GR	7.2	CARATS							White-gold	 14K    	Prong																																																																																																																										
CH126048	 10K  White  Solid  Gold  Mens  Diamond  Tennis  Chain  Necklace  with  Black  Diamonds  20.50  Ctw 	 Avianne  &  Co 	CH126048	FineNecklaceBraceletAnklet	child	9856	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126048-2.jpg	USD								 This  uniquely  designed  mens  diamond  tennis  chain  is  crafted  in  highly  polished  10K  White  Gold.  The  frame  is  prong  set  with  numerous  round  cut  black  diamonds  which  total  to  20.50  carats.  This  finely  detailed  mens  diamond  chain  securely  locks  with  a  slide  in  clasp  with  one  safety  latch. 																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126048-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126048-3.jpg										MM			3	838	61.1	GR	20.5	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
CH126154	 14K  Yellow  Solid  Gold  Mens  Yellow  Diamond  Tennis  Chain  28.87  Ctw 	 Avianne  &  Co 	CH126154	FineNecklaceBraceletAnklet	child	27630	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126154-3.jpg	USD								" This  glamorous  womens  diamond  tennis  chain  is  handcrafted  in  lustrous  14K  yellow  gold.  The  chain  is  detailed  with  brilliant  round  cut  yellow  diamonds  which  total  to  28.87  carats.  The  frame  measures  to  33  inches  in  length  and  1/8  inches  in  width.  Weighing  77.6  grams,  this  one  of  a  kind  chain  is  an  ideal  accessory  which  guarantees  any  bystanders  attention. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126154-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126154-1.jpg										MM			3.5	838	77.6	GR	28.87	CARATS							Yellow-Gold	 14K    	Prong																																																																																																																										
CH126326	 10K  White  Solid  Gold  Mens  Diamond  Tennis  Chain  7.00  Ctw 	 Avianne  &  Co 	CH126326	FineNecklaceBraceletAnklet	child	14233	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126326-3.jpg	USD								" This  glamorous  mens  chain  is  handcrafted  in  lustrous  10K  white  gold.  The  chain  is  set  with  small  round  cut  diamonds  which  are  placed  on  an  illusion  setting.  The  frame  measures  to  33  inches  in  length  and  1/4  inches  in  width.  Weighing  76.1  grams,  this  chain  is  an  ideal  accessory  for  an  every  day  casual  or  glamorous  wear. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126326-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126326-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126326-1.jpg									MM			7	838	76.1	GR	7	CARATS							White-gold	 10K    	Illustion																																																																																																																										
20748	 14K  White  Solid  Gold  Mens  Diamond  Chain  30.02  Ctw 	 Avianne  &  Co 	20748	FineNecklaceBraceletAnklet	child	43216	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20748-1.jpg	USD								" This  one  of  a  kind  mens  diamond  chain  is  handcrafted  in  lustrous  14K  white  gold.  Each  link  features  brilliant  small  round  cut  diamonds  which  are  held  by  cluster  setting.  The  chain  measures  to  29  inches  in  length  and  3/8  inches  in  width.  Weighing  118  grams,  this  chain  securely  locks  with  a  durable  slide  in  hidden  clasp  and  two  safety  latches. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/0/20748-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/0/20748-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/0/20748-4.jpg									MM			10	737	118	GR	30.02	CARATS							White-gold	 14K    	Cluster																																																																																																																										
20754	 14K  Yellow  Solid  Gold  Mens  Diamond  Rosary  Chain  with  Yellow  and  Black  Diamonds  14.70  Ctw 	 Avianne  &  Co 	20754	FineNecklaceBraceletAnklet	child	9200	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/20754-1.jpg	USD								" This  uniquely  designed  mens  rosary  chain  is  handcrafted  in  lustrous  14K  yellow  gold.  The  rosary  features  one  cross  which  measures  to  1  1/2  inches  in  length  and  1  inches  in  width.  The  chain  measures  to  30  inches  in  length  and  features  an  additional  6.5  inch  drop  length.  Weighing  57.5  grams,  this  rosary  securely  locks  with  a  durable  slide  in  hidden  clasp  and  one  safety  latch  from  the  side. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/0/20754-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/0/20754-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/0/20754-2.jpg									MM				762	57.5	GR	14.7	CARATS							Yellow-Gold	 14K    	" Prong,  Bezel   "																																																																																																																										
CH25455	 14K  White  Solid  Gold  Mens  Diamond  Tennis  Chain  17.50  Ctw 	 Avianne  &  Co 	CH25455	FineNecklaceBraceletAnklet	child	25171	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25455-3.jpg	USD								 This  classic  mens  diamond  tennis  chain  is  crafted  in  14K  white  gold.  The  round  cut  diamonds  are  prong  set  all  the  way  across  the  frame  and  total  to  17.50  carats.  The  chain  measures  to  32  inches  in  length  and  weighs  74  grams.&nbsp; 																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25455-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25455-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25455-4.jpg									MM			3	813	74	GR	17.5	CARATS							White-gold	 14K    	 Prong   																																																																																																																										
CH25451	 14K  White  Solid  Gold  Mens  Diamond  Tennis  Chain  14.50  Ctw 	 Avianne  &  Co 	CH25451	FineNecklaceBraceletAnklet	child	14580	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25451-3.jpg	USD								 This  classic  mens  diamond  tennis  chain  is  crafted  in  14K  white  gold.  The  round  cut  diamonds  are  bezel  set  all  the  way  across  the  frame  and  total  to  14.50  carats.  The  chain  measures  to  33  inches  in  length  and  weighs  82.2  grams.&nbsp; 																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25451-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25451-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25451-4.jpg									MM			5	838	82.2	GR	14.5	CARATS							White-gold	 14K    	 Bezel   																																																																																																																										
CH25661	 14K  White  Solid  Gold  Mens  Diamond  Cuban  Chain  3.50  Ctw 	 Avianne  &  Co 	CH25661	FineNecklaceBraceletAnklet	child	13793	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25661-2.jpg	USD								" This  exquisite  mens  cuban  chain  is  handcrafted  in  lustrous  14K  white  gold.  The  links  are  pave  with  small  round  cut  diamonds  which  total  to  3.50  carats.  The  chain  measures  to  24  inches  in  length  and  1/4  inches  in  width.  Weighing  95  grams,  this  chain  securely  locks  with  a  durable  box  clasp  closure. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25661-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25661-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25661-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25661-5.jpg								MM			7	610	95	GR	3.5	CARATS							White-gold	 14K    	 Pave   																																																																																																																										
CH25648	 14K  White  Solid  Gold  Mens  Yellow  Diamond  Chain  17.10  Ctw 	 Avianne  &  Co 	CH25648	FineNecklaceBraceletAnklet	child	21890	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25648-4.jpg	USD								" Addition  to  our  new  collection,  this  mens  diamond  chain  is  handcrafted  in  14K  white  gold.  Each  round  link  is  detailed  with  seven  small  round  cut  yellow  diamonds  and  it  measures  to  7  mm  in  diameter.  The  chain  measures  to  30.5  inches  in  length  and  weighs  approximately  98  grams.  This  one  of  a  kind  mens  chain  securely  locks  with  hidden  slide  in  clasp  and  one  safety  latch  from  an  opposite  side. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25648-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25648-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25648-4.jpg									MM			7	775	98	GR	17.1	CARATS							White-gold	 14K    	 Cluster   																																																																																																																										
CH126553	 14K  White  Solid  Gold  Mens  Diamond  Chain  18.59  Ctw 	 Avianne  &  Co 	CH126553	FineNecklaceBraceletAnklet	child	25171	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126553-3.jpg	USD								" This  exquisite  mens  diamond  chain  is  handcrafted  in  highly  polished  14K  white  gold.  The  links  are  set  with  brilliant  round  cut  diamonds  which  total  to  928  stones  and  18.59  carats.  The  chain  measures  to  31  inches  in  length  and  1/4  inches  in  width.  Weighing  131.3  grams,  this  chain  is  an  ideal  accessory  for  an  every  day  casual  or  special  wear. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126553-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126553-2.jpg										MM			7	787	131.3	GR	18.59	CARATS							White-gold	 14K    	 Pave   																																																																																																																										
CH25673	 10K  White  Solid  Gold  Mens  Diamond  Tennis  Chain  7.95  Ctw 	 Avianne  &  Co 	CH25673	FineNecklaceBraceletAnklet	child	12046	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25673-3.jpg	USD								" This  one  of  a  kind  mens  diamond  tennis  chain  is  handcrafted  in  10K  white  gold.  Small  round  cut  diamonds  are  prong  set  all  the  way  around  the  chain  and  total  to  7.95  carats.  The  frame  measures  to  24  inches  in  length  and  1/8  inches  in  width.  Weighing  33  grams,  this  chain  securely  locks  with  slide  in  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25673-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25673-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25673-3.jpg									MM			3.2	610	33	GR	7.95	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
CH25678	 14K  White  Solid  Gold  Mens  Diamond  Rosary  Chain  11.50  Ctw 	 Avianne  &  Co 	CH25678	FineNecklaceBraceletAnklet	child	19043	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25678-4.jpg	USD								" This  glamorous  mens  rosary  chain  is  handcrafted  in  14K  white  gold.  The  chain  is  prong  set  with  brilliant  round  cut  diamonds  and  measures  to  28  inches  in  length.  The  5  Inch  drop  length  is  detailed  with  one  cross  which  measures  to  1.5  inches  in  length  and  1  1/4  inches  in  width.  Weighing  106  grams,  this  exquisite  rosary  is  an  ideal  accessory  for  an  every  day  casual  or  special  wear. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25678-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25678-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25678-1.jpg									MM				711	106	GR	11.5	CARATS							White-gold	 14K    	" Prong,  Micro  Pave   "																																																																																																																										
